# High-school team reputation seed for freshman join quality tuning.
# Source: saved_games/New Game61.lg/import_export/league_structure.xml, KBSA HS league.
# reputation uses a 1-100 scale; higher values should bias joined freshmen toward stronger quality.
# Values are curated starting points by tradition, regional profile, alumni/pipeline reputation, and club-vs-school status; tune after save results.
# TODO: allow reputation to drift from school results and player development outcomes in future seasons.
league_id,league_abbr,league_name,division_id,division_name,team_id,team_abbr,team_name,nick_name,reputation,tier,notes
203,KBSA,KBSA High School Baseball League,6,"Daejeon-Jeonbuk",207,JJH,"Jeonju High School",Baseball Team,84,"strong","Jeonju: established Jeonbuk baseball school"
203,KBSA,KBSA High School Baseball League,6,"Daejeon-Jeonbuk",220,DJH,"Daejeon High School",Baseball Team,82,solid,"Daejeon: traditional regional baseball school"
203,KBSA,KBSA High School Baseball League,6,"Daejeon-Jeonbuk",221,KEBC,"Korea Equestrian High School",Baseball Club,44,club,"Korea Equestrian Baseball Club: club-style lower-reputation program"
203,KBSA,KBSA High School Baseball League,6,"Daejeon-Jeonbuk",252,JBAI,"Jeonbuk Artificial Intelligence High School",Baseball Team,75,"standard","Jeonbuk AI: lower-profile Jeonbuk high-school program"
203,KBSA,KBSA High School Baseball League,6,"Daejeon-Jeonbuk",265,GSA,"Gunsan Sangil High School",Baseball Team,82,solid,"Gunsan Sangil: established Jeonbuk baseball program"
203,KBSA,KBSA High School Baseball League,6,"Daejeon-Jeonbuk",272,ISG,"Insang High School",Baseball Team,77,"standard_plus","Insang: standard Jeonbuk high-school program"
203,KBSA,KBSA High School Baseball League,6,"Daejeon-Jeonbuk",294,DJJ,"Daejeon Jeil High School",Baseball Team,77,"standard_plus","Daejeon Jeil: standard Daejeon-area program"
203,KBSA,KBSA High School Baseball League,7,"Gangwon",219,SLK,Seolak High School,Baseball Team,75,"standard","Seolak: lower-profile Gangwon high-school program"
203,KBSA,KBSA High School Baseball League,7,"Gangwon",230,KWH,"Kangwon High School",Baseball Team,77,"standard_plus","Kangwon: standard Gangwon high-school program"
203,KBSA,KBSA High School Baseball League,7,"Gangwon",247,SDH,"Sangdong High School",Baseball Team,75,"standard","Sangdong: lower-profile Gangwon high-school program"
203,KBSA,KBSA High School Baseball League,7,"Gangwon",259,GGH,"Gangneung High School",Baseball Team,84,"strong","Gangneung: notable Gangwon baseball program"
203,KBSA,KBSA High School Baseball League,7,"Gangwon",289,WJH,"Wonju High School",Baseball Team,77,"standard_plus","Wonju: standard Gangwon high-school program"
203,KBSA,KBSA High School Baseball League,8,"Gyeongsang A",202,MYBC,"Miryang",Baseball Club,42,club,"Miryang Baseball Club: club-style regional development program"
203,KBSA,KBSA High School Baseball League,8,"Gyeongsang A",213,MSHS,"Masan High School",Baseball Team,84,"strong","Masan: traditional Gyeongnam baseball school"
203,KBSA,KBSA High School Baseball League,8,"Gyeongsang A",214,GJBC,Geoje,Baseball Club,42,club,"Geoje Baseball Club: club-style regional development program"
203,KBSA,KBSA High School Baseball League,8,"Gyeongsang A",227,GMHS,Gimhae High School,Baseball Team,77,"standard_plus","Gimhae: standard Gyeongnam high-school program"
203,KBSA,KBSA High School Baseball League,8,"Gyeongsang A",242,"YRBC","Yaro",Baseball Club,42,club,"Yaro Baseball Club: club-style regional development program"
203,KBSA,KBSA High School Baseball League,8,"Gyeongsang A",263,"GNMH","Geumnam High School",Baseball Team,75,"standard","Geumnam: lower-profile Gyeongnam high-school program"
203,KBSA,KBSA High School Baseball League,8,"Gyeongsang A",264,MUGH,Mulgeum High School,Baseball Team,77,"standard_plus","Mulgeum: standard Gyeongnam high-school program"
203,KBSA,KBSA High School Baseball League,8,"Gyeongsang A",277,MYHS,"Masan Yongma High School",Baseball Team,88,"strong_elite","Masan Yongma: strong Gyeongnam pipeline program"
203,KBSA,KBSA High School Baseball League,8,"Gyeongsang A",290,CWTH,"Changwon Technical High School",Baseball Team,77,"standard_plus","Changwon Technical: standard Gyeongnam high-school program"
203,KBSA,KBSA High School Baseball League,9,"Gyeongsang B",201,DSHS,"Daegu Sangwon High School",Baseball Team,87,"strong_elite","Daegu Sangwon: strong Daegu baseball program"
203,KBSA,KBSA High School Baseball League,9,"Gyeongsang B",204,USHS,"Uiseong High School",Baseball Team,79,solid,"Uiseong: regional Gyeongbuk baseball program"
203,KBSA,KBSA High School Baseball League,9,"Gyeongsang B",228,DOGE,Dogae High School,Baseball Team,75,"standard","Dogae: lower-profile Gyeongbuk high-school program"
203,KBSA,KBSA High School Baseball League,9,"Gyeongsang B",254,PJHS,"Pohang Jecheol High School",Baseball Team,79,solid,"Pohang Jecheol: regional Gyeongbuk baseball program"
203,KBSA,KBSA High School Baseball League,9,"Gyeongsang B",257,GJHS,"Gyeongju High School",Baseball Team,79,solid,"Gyeongju: regional Gyeongbuk baseball program"
203,KBSA,KBSA High School Baseball League,9,"Gyeongsang B",274,KBHS,"Kyungbuk High School",Baseball Team,88,"strong_elite","Kyungbuk: traditional Daegu/Gyeongbuk power school"
203,KBSA,KBSA High School Baseball League,9,"Gyeongsang B",286,DGHS,Daegu High School,Baseball Team,87,"strong_elite","Daegu: established Daegu baseball program"
203,KBSA,KBSA High School Baseball League,9,"Gyeongsang B",297,YMHS,Yeil Meditech High School,Baseball Team,75,"standard","Yeil Meditech: lower-profile Gyeongbuk high-school program"
203,KBSA,KBSA High School Baseball League,9,"Gyeongsang B",298,DBSC,Daegu Bukgu,"Sports Club",42,"development","Daegu Bukgu Sports Club: low-reputation club anchor"
203,KBSA,KBSA High School Baseball League,10,"Gyeongsang C",218,ULBC,"Ulsan",Baseball Club,42,club,"Ulsan Baseball Club: club-style regional development program"
203,KBSA,KBSA High School Baseball League,10,"Gyeongsang C",241,BSHS,"Busan High School",Baseball Team,93,elite,"Busan: traditional Busan powerhouse"
203,KBSA,KBSA High School Baseball League,10,"Gyeongsang C",246,JJHS,Jeju High School,Baseball Team,78,"standard_plus","Jeju: standard regional high-school program"
203,KBSA,KBSA High School Baseball League,10,"Gyeongsang C",262,GESH,"Gaeseong High School",Baseball Team,79,solid,"Gaeseong: established Busan-area baseball school"
203,KBSA,KBSA High School Baseball League,10,"Gyeongsang C",276,BYHS,"Bukyoung High School",Baseball Team,78,"standard_plus","Bukyoung: standard Busan-area program"
203,KBSA,KBSA High School Baseball League,10,"Gyeongsang C",282,BTHS,"Busan Technical High School",Baseball Team,79,solid,"Busan Technical: established Busan-area baseball school"
203,KBSA,KBSA High School Baseball League,10,"Gyeongsang C",288,"GNHS","Gyeongnam High School",Baseball Team,93,elite,"Gyeongnam: nationally renowned Busan/Gyeongnam powerhouse"
203,KBSA,KBSA High School Baseball League,11,"Gyeonggi A",200,"JAN","Jangan High School",Baseball Team,78,"standard_plus","Jangan: standard Gyeonggi high-school program"
203,KBSA,KBSA High School Baseball League,11,"Gyeonggi A",248,UWBC,"Uiwang(U-18)",Baseball Club,45,"u18_development","Uiwang U-18: club-style development program"
203,KBSA,KBSA High School Baseball League,11,"Gyeonggi A",251,SHHS,"Shinheung High School",Baseball Team,79,solid,"Shinheung: regional Gyeonggi program"
203,KBSA,KBSA High School Baseball League,11,"Gyeonggi A",253,YSHS,"Yushin High School",Baseball Team,87,"strong_elite","Yushin: strong Gyeonggi program"
203,KBSA,KBSA High School Baseball League,11,"Gyeonggi A",255,SWHS,"Sewon High School",Baseball Team,76,"standard","Sewon: standard Gyeonggi high-school program"
203,KBSA,KBSA High School Baseball League,11,"Gyeonggi A",267,SWBC,"Sangwoo High School",Baseball Club,44,club,"Sangwoo Baseball Club: club-style lower-reputation program"
203,KBSA,KBSA High School Baseball League,11,"Gyeonggi A",281,"RAON","Raon High School",Baseball Team,79,solid,"Raon: competitive newer Gyeonggi program"
203,KBSA,KBSA High School Baseball League,11,"Gyeonggi A",293,"SRHS","Sorae High School",Baseball Team,76,"standard","Sorae: standard Gyeonggi high-school program"
203,KBSA,KBSA High School Baseball League,11,"Gyeonggi A",295,YTP,Yatap High School,Baseball Team,92,elite,"Yatap: strong modern Gyeonggi powerhouse"
203,KBSA,KBSA High School Baseball League,12,"Gyeonggi B",226,ICHS,"Inchang High School",Baseball Team,78,"standard_plus","Inchang: standard Gyeonggi high-school program"
203,KBSA,KBSA High School Baseball League,12,"Gyeonggi B",232,GVA,"Gyeonggi Aviation High School",Baseball Team,75,"standard","Gyeonggi Aviation: lower-profile Gyeonggi program"
203,KBSA,KBSA High School Baseball League,12,"Gyeonggi B",234,JYHS,"Jinyeong High School",Baseball Team,76,"standard","Jinyeong: standard Gyeonggi high-school program"
203,KBSA,KBSA High School Baseball League,12,"Gyeonggi B",236,BSG,"Baeksong High School",Baseball Team,76,"standard","Baeksong: standard Gyeonggi high-school program"
203,KBSA,KBSA High School Baseball League,12,"Gyeonggi B",243,CHH,"Chunghoon High School",Baseball Team,76,"standard","Chunghoon: standard Gyeonggi high-school program"
203,KBSA,KBSA High School Baseball League,12,"Gyeonggi B",271,GPT,"Gimpo Science Technology High School",Baseball Team,76,"standard","Gimpo Science Technology: standard Gyeonggi program"
203,KBSA,KBSA High School Baseball League,12,"Gyeonggi B",285,KMIT,"Kyungmin IT High School",Baseball Team,76,"standard","Kyungmin IT: standard Gyeonggi program"
203,KBSA,KBSA High School Baseball League,12,"Gyeonggi B",291,SWBC2,"Suwon(U-18) ",Baseball Club,45,"u18_development","Suwon U-18: club-style development program"
203,KBSA,KBSA High School Baseball League,12,"Gyeonggi B",292,BWBC,"Buwon High School",Baseball Club,44,club,"Buwon Baseball Club: club-style lower-reputation program"
203,KBSA,KBSA High School Baseball League,13,"Gyeonggi-Incheon",208,HDBU,"Hwaseong Dongtan (U-18)",Baseball Team,48,"u18_development","Hwaseong Dongtan U-18: club-style development program"
203,KBSA,KBSA High School Baseball League,13,"Gyeonggi-Incheon",209,CDHS,"Cheongdam High School",Baseball Team,77,"standard_plus","Cheongdam: standard Gyeonggi/Incheon program"
203,KBSA,KBSA High School Baseball League,13,"Gyeonggi-Incheon",223,"DSN","Dongsan High School",Baseball Team,92,elite,"Dongsan: traditional Incheon-area powerhouse"
203,KBSA,KBSA High School Baseball League,13,"Gyeonggi-Incheon",224,"INC","Incheon High School",Baseball Team,92,elite,"Incheon: historic Incheon powerhouse"
203,KBSA,KBSA High School Baseball League,13,"Gyeonggi-Incheon",235,BBHS,"Bibong High School",Baseball Team,77,"standard_plus","Bibong: standard Gyeonggi/Incheon program"
203,KBSA,KBSA High School Baseball League,13,"Gyeonggi-Incheon",238,YGBC,Yulgok High School,Baseball Club,42,club,"Yulgok Baseball Club: club-style development program"
203,KBSA,KBSA High School Baseball League,13,"Gyeonggi-Incheon",261,ATC,"Ansan Technical High School",Baseball Team,76,"standard","Ansan Technical: standard Gyeonggi/Incheon program"
203,KBSA,KBSA High School Baseball League,13,"Gyeonggi-Incheon",283,JML,Jemulpo High School,Baseball Team,84,"strong","Jemulpo: historic Incheon-area school"
